,id,codigo_curriculo,codigo_ingresso,periodo_ingresso,forma_ingresso,codigo_evasao,forma_evasao,periodo_evasao,evadiu_periodo,forma_saida,acao_afirmativa,tipo_reserva_vagas,forma_reserva_vagas,sexo,codigo_cor,nome_cor,idade_ingresso,idade_evasao,tipo_ensino_medio,ensino_medio,apv_media_geral
2063,I071212,1999,1,2007.1,VESTIBULAR,1,GRADUADO,2011.1,9.0,Graduado,Não,1,Sem Reserva De Vagas,Feminino,3,Parda,18,22.0,,Não informado,618.4
1362,Q034554,1999,1,2007.1,VESTIBULAR,21,CANCELADO REPROVOU TODAS POR FALTAS,2008.2,4.0,Evadido,Não,1,Sem Reserva De Vagas,Feminino,0,Não declarada,18,19.0,,Não informado,679.4
1401,O363032,1999,1,2007.1,VESTIBULAR,12,CANCELADO NOVO INGRESSO MESMO CURSO,2012.2,12.0,Reingresso,Não,1,Sem Reserva De Vagas,Feminino,0,Não declarada,19,24.0,,Não informado,611.1
2086,J305636,1999,1,2007.1,VESTIBULAR,12,CANCELADO NOVO INGRESSO MESMO CURSO,2010.1,7.0,Reingresso,Não,1,Sem Reserva De Vagas,Feminino,0,Não declarada,19,22.0,,Não informado,617.1
1395,F065744,1999,1,2007.1,VESTIBULAR,4,CANCELAMENTO POR ABANDONO,2007.2,2.0,Evadido,Não,1,Sem Reserva De Vagas,Feminino,0,Não declarada,18,18.0,,Não informado,604.0
1379,V285196,1999,1,2007.1,VESTIBULAR,6,CANCELAMENTO P/ MUDANCA CURSO,2009.1,5.0,Evadido,Não,1,Sem Reserva De Vagas,Feminino,0,Não declarada,17,19.0,,Não informado,608.2
1417,W259878,1999,1,2007.1,VESTIBULAR,1,GRADUADO,2011.1,9.0,Graduado,Não,1,Sem Reserva De Vagas,Feminino,0,Não declarada,19,23.0,,Não informado,666.2
1372,T137640,1999,1,2007.1,VESTIBULAR,4,CANCELAMENTO POR ABANDONO,2012.1,11.0,Evadido,Não,1,Sem Reserva De Vagas,Feminino,0,Não declarada,17,22.0,,Não informado,612.2
1375,V153676,1999,1,2007.1,VESTIBULAR,6,CANCELAMENTO P/ MUDANCA CURSO,2009.1,5.0,Evadido,Não,1,Sem Reserva De Vagas,Feminino,0,Não declarada,18,20.0,,Não informado,613.6
1340,Q145391,1999,1,2007.1,VESTIBULAR,8,CANCELAMENTO P/ SOLICITACAO ALUNO,2010.1,7.0,Evadido,Não,1,Sem Reserva De Vagas,Feminino,0,Não declarada,18,21.0,,Não informado,610.0
1377,O075926,1999,1,2007.1,VESTIBULAR,4,CANCELAMENTO POR ABANDONO,2008.1,3.0,Evadido,Não,1,Sem Reserva De Vagas,Feminino,0,Não declarada,19,20.0,,Não informado,607.4
1344,J081885,1999,1,2007.1,VESTIBULAR,8,CANCELAMENTO P/ SOLICITACAO ALUNO,2007.2,2.0,Evadido,Não,1,Sem Reserva De Vagas,Feminino,0,Não declarada,18,18.0,,Não informado,619.6
1419,O052275,1999,1,2007.1,VESTIBULAR,4,CANCELAMENTO POR ABANDONO,2008.1,3.0,Evadido,Não,1,Sem Reserva De Vagas,Feminino,0,Não declarada,20,21.0,,Não informado,611.1
1248,C225027,1999,1,2006.2,VESTIBULAR,1,GRADUADO,2010.2,9.0,Graduado,Não,1,Sem Reserva De Vagas,Feminino,1,Branca,18,22.0,,Não informado,589.2
1224,U138789,1999,1,2006.2,VESTIBULAR,12,CANCELADO NOVO INGRESSO MESMO CURSO,2010.2,9.0,Reingresso,Não,1,Sem Reserva De Vagas,Feminino,0,Não declarada,21,25.0,,Não informado,574.0
1290,T245285,1999,1,2006.2,VESTIBULAR,1,GRADUADO,2012.2,13.0,Graduado,Não,1,Sem Reserva De Vagas,Feminino,0,Não declarada,18,24.0,,Não informado,577.9
1287,U033584,1999,1,2006.2,VESTIBULAR,7,CANCELAMENTO P/ DECISAO JUDICIAL,2011.1,10.0,Evadido,Não,1,Sem Reserva De Vagas,Feminino,0,Não declarada,18,23.0,,Não informado,588.6
1285,H189992,1999,1,2006.2,VESTIBULAR,1,GRADUADO,2010.2,9.0,Graduado,Não,1,Sem Reserva De Vagas,Feminino,0,Não declarada,18,22.0,,Não informado,600.2
1353,U093308,1999,1,2006.2,VESTIBULAR,1,GRADUADO,2012.1,12.0,Graduado,Não,1,Sem Reserva De Vagas,Feminino,0,Não declarada,18,24.0,,Não informado,595.1
1310,N171623,1999,1,2006.1,VESTIBULAR,1,GRADUADO,2010.1,9.0,Graduado,Não,1,Sem Reserva De Vagas,Feminino,0,Não declarada,19,23.0,,Não informado,609.3
1302,C035994,1999,1,2006.1,VESTIBULAR,1,GRADUADO,2010.1,9.0,Graduado,Não,1,Sem Reserva De Vagas,Feminino,0,Não declarada,18,22.0,,Não informado,640.3
1294,V078751,1999,1,2006.1,VESTIBULAR,4,CANCELAMENTO POR ABANDONO,2012.2,14.0,Evadido,Não,1,Sem Reserva De Vagas,Feminino,0,Não declarada,19,25.0,,Não informado,619.8
1319,Y295608,1999,1,2006.1,VESTIBULAR,1,GRADUADO,2010.1,9.0,Graduado,Não,1,Sem Reserva De Vagas,Feminino,0,Não declarada,18,22.0,,Não informado,634.9
1326,F094772,1999,1,2006.1,VESTIBULAR,4,CANCELAMENTO POR ABANDONO,2006.2,2.0,Evadido,Não,1,Sem Reserva De Vagas,Feminino,0,Não declarada,19,19.0,,Não informado,600.0
1232,L135945,1999,1,2005.2,VESTIBULAR,4,CANCELAMENTO POR ABANDONO,2006.1,2.0,Evadido,Não,1,Sem Reserva De Vagas,Feminino,0,Não declarada,22,23.0,,Não informado,0.0
1183,Z243679,1999,1,2005.2,VESTIBULAR,4,CANCELAMENTO POR ABANDONO,2006.2,3.0,Evadido,Não,1,Sem Reserva De Vagas,Feminino,0,Não declarada,19,20.0,,Não informado,
1158,A168683,1999,1,2005.2,VESTIBULAR,21,CANCELADO REPROVOU TODAS POR FALTAS,2008.2,7.0,Evadido,Não,1,Sem Reserva De Vagas,Feminino,0,Não declarada,24,27.0,,Não informado,
2058,K166737,1999,1,2005.2,VESTIBULAR,4,CANCELAMENTO POR ABANDONO,2011.2,13.0,Evadido,Não,1,Sem Reserva De Vagas,Feminino,0,Não declarada,18,24.0,,Não informado,601.5
1188,M121984,1999,1,2005.1,VESTIBULAR,1,GRADUADO,2010.1,11.0,Graduado,Não,1,Sem Reserva De Vagas,Feminino,0,Não declarada,18,23.0,,Não informado,655.8
1175,Q212693,1999,1,2005.1,VESTIBULAR,12,CANCELADO NOVO INGRESSO MESMO CURSO,2009.1,9.0,Reingresso,Não,1,Sem Reserva De Vagas,Feminino,0,Não declarada,19,23.0,,Não informado,661.8
1191,A320173,1999,1,2005.1,VESTIBULAR,1,GRADUADO,2008.1,7.0,Graduado,Não,1,Sem Reserva De Vagas,Feminino,0,Não declarada,20,23.0,,Não informado,660.0
1193,M147845,1999,1,2005.1,VESTIBULAR,1,GRADUADO,2011.2,14.0,Graduado,Não,1,Sem Reserva De Vagas,Feminino,1,Branca,18,24.0,,Não informado,621.0
1196,B164228,1999,1,2005.1,VESTIBULAR,1,GRADUADO,2009.1,9.0,Graduado,Não,1,Sem Reserva De Vagas,Feminino,0,Não declarada,18,22.0,,Não informado,631.5
1201,L323530,1999,1,2005.1,VESTIBULAR,4,CANCELAMENTO POR ABANDONO,2005.2,2.0,Evadido,Não,1,Sem Reserva De Vagas,Feminino,0,Não declarada,20,20.0,,Não informado,638.3
1253,P352924,1999,1,2005.1,VESTIBULAR,1,GRADUADO,2009.2,10.0,Graduado,Não,1,Sem Reserva De Vagas,Feminino,0,Não declarada,19,23.0,,Não informado,634.4
1211,N354472,1999,1,2004.2,VESTIBULAR,4,CANCELAMENTO POR ABANDONO,2007.2,7.0,Evadido,Não,1,Sem Reserva De Vagas,Feminino,0,Não declarada,28,31.0,,Não informado,592.2
1208,Y218573,1999,1,2004.2,VESTIBULAR,1,GRADUADO,2009.2,11.0,Graduado,Não,1,Sem Reserva De Vagas,Feminino,0,Não declarada,18,23.0,,Não informado,602.6
726,U000419,1999,1,2004.2,VESTIBULAR,4,CANCELAMENTO POR ABANDONO,2006.2,5.0,Evadido,Não,1,Sem Reserva De Vagas,Feminino,0,Não declarada,19,21.0,,Não informado,579.0
698,J158810,1999,1,2004.2,VESTIBULAR,1,GRADUADO,2008.2,9.0,Graduado,Não,1,Sem Reserva De Vagas,Feminino,0,Não declarada,18,22.0,,Não informado,595.1
696,Y164515,1999,1,2004.2,VESTIBULAR,1,GRADUADO,2008.2,9.0,Graduado,Não,1,Sem Reserva De Vagas,Feminino,0,Não declarada,19,23.0,,Não informado,595.3
1217,U132557,1999,1,2004.2,VESTIBULAR,1,GRADUADO,2008.2,9.0,Graduado,Não,1,Sem Reserva De Vagas,Feminino,0,Não declarada,18,22.0,,Não informado,604.8
742,W145495,1999,1,2004.1,VESTIBULAR,12,CANCELADO NOVO INGRESSO MESMO CURSO,2010.1,13.0,Reingresso,Não,1,Sem Reserva De Vagas,Feminino,0,Não declarada,24,30.0,,Não informado,608.0
710,G113419,1999,1,2004.1,VESTIBULAR,1,GRADUADO,2009.1,11.0,Graduado,Não,1,Sem Reserva De Vagas,Feminino,0,Não declarada,24,29.0,,Não informado,613.3
713,G287257,1999,1,2004.1,VESTIBULAR,21,CANCELADO REPROVOU TODAS POR FALTAS,2008.2,10.0,Evadido,Não,1,Sem Reserva De Vagas,Feminino,0,Não declarada,18,22.0,,Não informado,639.1
720,N086676,1999,1,2004.1,VESTIBULAR,2,TRANSFERIDO PARA OUTRA IES,2005.2,4.0,Evadido,Não,1,Sem Reserva De Vagas,Feminino,0,Não declarada,19,20.0,,Não informado,647.7
1205,M086760,1999,1,2004.1,VESTIBULAR,4,CANCELAMENTO POR ABANDONO,2007.1,7.0,Evadido,Não,1,Sem Reserva De Vagas,Feminino,0,Não declarada,18,21.0,,Não informado,740.3
724,S130406,1999,1,2004.1,VESTIBULAR,1,GRADUADO,2008.2,10.0,Graduado,Não,1,Sem Reserva De Vagas,Feminino,0,Não declarada,19,23.0,,Não informado,646.6
725,T040510,1999,1,2004.1,VESTIBULAR,4,CANCELAMENTO POR ABANDONO,2005.1,3.0,Evadido,Não,1,Sem Reserva De Vagas,Feminino,0,Não declarada,18,19.0,,Não informado,606.0
923,P165264,1999,1,2003.2,VESTIBULAR,1,GRADUADO,2009.2,13.0,Graduado,Não,1,Sem Reserva De Vagas,Feminino,0,Não declarada,18,24.0,,Não informado,591.3
919,J053127,1999,1,2003.2,VESTIBULAR,14,CANCELADO NOVO INGRESSO OUTRO CURSO,2007.1,8.0,Evadido,Não,1,Sem Reserva De Vagas,Feminino,0,Não declarada,20,24.0,,Não informado,610.5
669,R274512,1999,1,2003.2,VESTIBULAR,4,CANCELAMENTO POR ABANDONO,2005.1,4.0,Evadido,Não,1,Sem Reserva De Vagas,Feminino,0,Não declarada,17,19.0,,Não informado,602.3
681,P088533,1999,1,2003.2,VESTIBULAR,4,CANCELAMENTO POR ABANDONO,2010.1,14.0,Evadido,Não,1,Sem Reserva De Vagas,Feminino,0,Não declarada,18,25.0,,Não informado,597.5
858,V333566,1999,1,2003.1,VESTIBULAR,1,GRADUADO,2007.1,9.0,Graduado,Não,1,Sem Reserva De Vagas,Feminino,0,Não declarada,18,22.0,,Não informado,638.1
676,E144413,1999,1,2003.1,VESTIBULAR,1,GRADUADO,2007.1,9.0,Graduado,Não,1,Sem Reserva De Vagas,Feminino,0,Não declarada,18,22.0,,Não informado,660.8
2031,K015705,1999,1,2003.1,VESTIBULAR,4,CANCELAMENTO POR ABANDONO,2007.2,10.0,Evadido,Não,1,Sem Reserva De Vagas,Feminino,0,Não declarada,18,22.0,,Não informado,680.3
664,X333386,1999,1,2003.1,VESTIBULAR,1,GRADUADO,2008.2,12.0,Graduado,Não,1,Sem Reserva De Vagas,Feminino,0,Não declarada,18,23.0,,Não informado,659.5
914,A000152,1999,1,2003.1,VESTIBULAR,1,GRADUADO,2006.1,7.0,Graduado,Não,1,Sem Reserva De Vagas,Feminino,0,Não declarada,22,25.0,,Não informado,671.2
963,S099437,1999,1,2002.2,VESTIBULAR,4,CANCELAMENTO POR ABANDONO,2006.1,8.0,Evadido,Não,1,Sem Reserva De Vagas,Feminino,0,Não declarada,19,23.0,,Não informado,597.3
966,J152181,1999,1,2002.2,VESTIBULAR,4,CANCELAMENTO POR ABANDONO,2004.1,4.0,Evadido,Não,1,Sem Reserva De Vagas,Feminino,0,Não declarada,19,21.0,,Não informado,580.2
968,H308340,1999,1,2002.2,VESTIBULAR,1,GRADUADO,2007.1,10.0,Graduado,Não,1,Sem Reserva De Vagas,Feminino,0,Não declarada,19,24.0,,Não informado,593.6
876,H142255,1999,1,2002.2,VESTIBULAR,1,GRADUADO,2007.2,11.0,Graduado,Não,1,Sem Reserva De Vagas,Feminino,0,Não declarada,19,24.0,,Não informado,591.2
867,D219016,1999,1,2002.2,VESTIBULAR,4,CANCELAMENTO POR ABANDONO,2005.1,6.0,Evadido,Não,1,Sem Reserva De Vagas,Feminino,0,Não declarada,18,21.0,,Não informado,588.1
874,S199565,1999,1,2002.2,VESTIBULAR,4,CANCELAMENTO POR ABANDONO,2003.2,3.0,Evadido,Não,1,Sem Reserva De Vagas,Feminino,0,Não declarada,21,22.0,,Não informado,595.7
870,L067040,1999,1,2002.2,VESTIBULAR,1,GRADUADO,2006.2,9.0,Graduado,Não,1,Sem Reserva De Vagas,Feminino,0,Não declarada,20,24.0,,Não informado,602.7
893,P128733,1999,1,2002.1,VESTIBULAR,1,GRADUADO,2006.1,9.0,Graduado,Não,1,Sem Reserva De Vagas,Feminino,0,Não declarada,18,22.0,,Não informado,611.5
896,M307205,1999,1,2002.1,VESTIBULAR,1,GRADUADO,2006.1,9.0,Graduado,Não,1,Sem Reserva De Vagas,Feminino,0,Não declarada,19,23.0,,Não informado,643.6
884,Y222218,1999,1,2002.1,VESTIBULAR,1,GRADUADO,2007.1,11.0,Graduado,Não,1,Sem Reserva De Vagas,Feminino,0,Não declarada,19,24.0,,Não informado,643.1
829,M334643,1999,1,2002.1,VESTIBULAR,1,GRADUADO,2006.2,10.0,Graduado,Não,1,Sem Reserva De Vagas,Feminino,0,Não declarada,19,23.0,,Não informado,609.1
800,C275002,1999,1,2002.1,VESTIBULAR,1,GRADUADO,2006.2,10.0,Graduado,Não,1,Sem Reserva De Vagas,Feminino,0,Não declarada,19,23.0,,Não informado,635.6
2020,T106207,1999,1,2002.1,VESTIBULAR,1,GRADUADO,2006.1,9.0,Graduado,Não,1,Sem Reserva De Vagas,Feminino,0,Não declarada,19,23.0,,Não informado,628.0
820,A206174,1999,1,2001.2,VESTIBULAR,1,GRADUADO,2005.2,9.0,Graduado,Não,1,Sem Reserva De Vagas,Feminino,0,Não declarada,18,22.0,,Não informado,592.0
2024,Y241545,1999,1,2001.2,VESTIBULAR,1,GRADUADO,2005.2,9.0,Graduado,Não,1,Sem Reserva De Vagas,Feminino,0,Não declarada,18,22.0,,Não informado,609.0
2025,W040433,1999,1,2001.2,VESTIBULAR,4,CANCELAMENTO POR ABANDONO,2004.1,6.0,Evadido,Não,1,Sem Reserva De Vagas,Feminino,0,Não declarada,20,23.0,,Não informado,608.0
841,L365323,1999,1,2001.2,VESTIBULAR,1,GRADUADO,2005.2,9.0,Graduado,Não,1,Sem Reserva De Vagas,Feminino,0,Não declarada,18,22.0,,Não informado,589.0
758,N288216,1999,1,2001.1,VESTIBULAR,1,GRADUADO,2006.1,11.0,Graduado,Não,1,Sem Reserva De Vagas,Feminino,4,Amarela,19,24.0,,Não informado,625.0
2021,I169292,1999,1,2001.1,VESTIBULAR,1,GRADUADO,2005.1,9.0,Graduado,Não,1,Sem Reserva De Vagas,Feminino,0,Não declarada,19,23.0,,Não informado,693.0
766,K156251,1999,1,2001.1,VESTIBULAR,1,GRADUADO,2005.1,9.0,Graduado,Não,1,Sem Reserva De Vagas,Feminino,0,Não declarada,18,22.0,,Não informado,662.0
770,H226700,1999,1,2001.1,VESTIBULAR,4,CANCELAMENTO POR ABANDONO,2002.1,3.0,Evadido,Não,1,Sem Reserva De Vagas,Feminino,0,Não declarada,18,19.0,,Não informado,645.0
767,N188310,1999,1,2001.1,VESTIBULAR,1,GRADUADO,2005.1,9.0,Graduado,Não,1,Sem Reserva De Vagas,Feminino,0,Não declarada,18,22.0,,Não informado,656.0
761,B053100,1999,1,2001.1,VESTIBULAR,1,GRADUADO,2005.2,10.0,Graduado,Não,1,Sem Reserva De Vagas,Feminino,0,Não declarada,18,22.0,,Não informado,623.0
759,M332996,1999,1,2001.1,VESTIBULAR,4,CANCELAMENTO POR ABANDONO,2001.2,2.0,Evadido,Não,1,Sem Reserva De Vagas,Feminino,0,Não declarada,19,19.0,,Não informado,624.0
2036,N013132,1999,1,2000.2,VESTIBULAR,12,CANCELADO NOVO INGRESSO MESMO CURSO,2008.2,17.0,Reingresso,Não,1,Sem Reserva De Vagas,Feminino,0,Não declarada,18,26.0,,Não informado,562.0
743,J314135,1999,1,2000.2,VESTIBULAR,4,CANCELAMENTO POR ABANDONO,2001.1,2.0,Evadido,Não,1,Sem Reserva De Vagas,Feminino,0,Não declarada,20,21.0,,Não informado,578.0
938,C200272,1999,1,2000.2,VESTIBULAR,1,GRADUADO,2004.1,8.0,Graduado,Não,1,Sem Reserva De Vagas,Feminino,0,Não declarada,19,23.0,,Não informado,561.0
745,H233370,1999,1,2000.2,VESTIBULAR,1,GRADUADO,2005.1,10.0,Graduado,Não,1,Sem Reserva De Vagas,Feminino,0,Não declarada,19,24.0,,Não informado,569.0
744,D230086,1999,1,2000.2,VESTIBULAR,1,GRADUADO,2005.1,10.0,Graduado,Não,1,Sem Reserva De Vagas,Feminino,0,Não declarada,18,23.0,,Não informado,579.0
960,J135844,1999,1,2000.2,VESTIBULAR,1,GRADUADO,2004.1,8.0,Graduado,Não,1,Sem Reserva De Vagas,Feminino,0,Não declarada,18,22.0,,Não informado,559.0
939,S273579,1999,1,2000.2,VESTIBULAR,1,GRADUADO,2004.1,8.0,Graduado,Não,1,Sem Reserva De Vagas,Feminino,0,Não declarada,19,23.0,,Não informado,578.0
978,K078345,1999,1,2000.1,VESTIBULAR,4,CANCELAMENTO POR ABANDONO,2002.1,5.0,Evadido,Não,1,Sem Reserva De Vagas,Feminino,0,Não declarada,18,20.0,,Não informado,591.0
935,M286665,1999,1,2000.1,VESTIBULAR,1,GRADUADO,2004.2,10.0,Graduado,Não,1,Sem Reserva De Vagas,Feminino,0,Não declarada,18,22.0,,Não informado,589.0
780,E338786,1999,1,2000.1,VESTIBULAR,4,CANCELAMENTO POR ABANDONO,2000.2,2.0,Evadido,Não,1,Sem Reserva De Vagas,Feminino,0,Não declarada,19,19.0,,Não informado,641.0
779,K301380,1999,1,2000.1,VESTIBULAR,1,GRADUADO,2003.2,8.0,Graduado,Não,1,Sem Reserva De Vagas,Feminino,0,Não declarada,19,22.0,,Não informado,682.0
936,M112025,1999,1,2000.1,VESTIBULAR,1,GRADUADO,2004.2,10.0,Graduado,Não,1,Sem Reserva De Vagas,Feminino,0,Não declarada,22,26.0,,Não informado,614.0
2059,S100190,1999,1,1999.2,VESTIBULAR,1,GRADUADO,2004.2,11.0,Graduado,Não,1,Sem Reserva De Vagas,Feminino,0,Não declarada,20,25.0,,Não informado,595.0
2071,I393065,1999,1,1999.2,VESTIBULAR,4,CANCELAMENTO POR ABANDONO,2001.1,4.0,Evadido,Não,1,Sem Reserva De Vagas,Feminino,0,Não declarada,19,21.0,,Não informado,569.0
1133,T002141,1999,1,1999.2,VESTIBULAR,4,CANCELAMENTO POR ABANDONO,2001.1,4.0,Evadido,Não,1,Sem Reserva De Vagas,Feminino,0,Não declarada,22,24.0,,Não informado,579.0
1159,F199284,1999,1,1999.2,VESTIBULAR,1,GRADUADO,2003.2,9.0,Graduado,Não,1,Sem Reserva De Vagas,Feminino,0,Não declarada,19,23.0,,Não informado,577.0
1166,G205449,1999,1,1999.2,VESTIBULAR,1,GRADUADO,2003.2,9.0,Graduado,Não,1,Sem Reserva De Vagas,Feminino,0,Não declarada,18,22.0,,Não informado,587.0
1178,T349855,1999,1,1999.2,VESTIBULAR,1,GRADUADO,2003.2,9.0,Graduado,Não,1,Sem Reserva De Vagas,Feminino,0,Não declarada,19,23.0,,Não informado,615.0
1173,F015507,1999,1,1999.2,VESTIBULAR,4,CANCELAMENTO POR ABANDONO,2002.1,6.0,Evadido,Não,1,Sem Reserva De Vagas,Feminino,0,Não declarada,19,22.0,,Não informado,573.0
1119,F374444,1999,1,1999.1,VESTIBULAR,1,GRADUADO,2003.1,9.0,Graduado,Não,1,Sem Reserva De Vagas,Feminino,0,Não declarada,18,22.0,,Não informado,616.0
1113,W185365,1999,1,1999.1,VESTIBULAR,1,GRADUADO,2002.2,8.0,Graduado,Não,1,Sem Reserva De Vagas,Feminino,0,Não declarada,18,21.0,,Não informado,621.0
1135,N132809,1999,1,1999.1,VESTIBULAR,4,CANCELAMENTO POR ABANDONO,2000.2,4.0,Evadido,Não,1,Sem Reserva De Vagas,Feminino,0,Não declarada,18,19.0,,Não informado,799.0
1137,I287840,1999,1,1999.1,VESTIBULAR,4,CANCELAMENTO POR ABANDONO,2001.2,6.0,Evadido,Não,1,Sem Reserva De Vagas,Feminino,0,Não declarada,18,20.0,,Não informado,701.0
1152,O150673,1999,1,1999.1,VESTIBULAR,1,GRADUADO,2002.2,8.0,Graduado,Não,1,Sem Reserva De Vagas,Feminino,0,Não declarada,19,22.0,,Não informado,626.0
1146,Y020694,1999,1,1999.1,VESTIBULAR,1,GRADUADO,2003.2,10.0,Graduado,Não,1,Sem Reserva De Vagas,Feminino,0,Não declarada,18,22.0,,Não informado,633.0
1138,V392571,1999,1,1999.1,VESTIBULAR,1,GRADUADO,2002.2,8.0,Graduado,Não,1,Sem Reserva De Vagas,Feminino,0,Não declarada,17,20.0,,Não informado,670.0
1136,N045621,1999,1,1999.1,VESTIBULAR,4,CANCELAMENTO POR ABANDONO,2002.2,8.0,Evadido,Não,1,Sem Reserva De Vagas,Feminino,0,Não declarada,18,21.0,,Não informado,710.0
1011,T203125,1999,1,1998.2,VESTIBULAR,4,CANCELAMENTO POR ABANDONO,2000.2,5.0,Evadido,Não,1,Sem Reserva De Vagas,Feminino,0,Não declarada,18,20.0,,Não informado,583.0
1022,S072049,1999,1,1998.2,VESTIBULAR,4,CANCELAMENTO POR ABANDONO,2002.1,8.0,Evadido,Não,1,Sem Reserva De Vagas,Feminino,0,Não declarada,18,22.0,,Não informado,576.0
1033,N360760,1999,1,1998.2,VESTIBULAR,1,GRADUADO,2004.2,13.0,Graduado,Não,1,Sem Reserva De Vagas,Feminino,0,Não declarada,21,27.0,,Não informado,564.0
1009,B141318,1999,1,1998.2,VESTIBULAR,14,CANCELADO NOVO INGRESSO OUTRO CURSO,2005.2,15.0,Evadido,Não,1,Sem Reserva De Vagas,Feminino,0,Não declarada,18,25.0,,Não informado,591.0
987,E292732,1999,1,1998.2,VESTIBULAR,4,CANCELAMENTO POR ABANDONO,2004.2,13.0,Evadido,Não,1,Sem Reserva De Vagas,Feminino,0,Não declarada,19,25.0,,Não informado,597.0
2053,Y099908,1999,1,1998.2,VESTIBULAR,1,GRADUADO,2002.2,9.0,Graduado,Não,1,Sem Reserva De Vagas,Feminino,0,Não declarada,18,22.0,,Não informado,567.0
989,U116696,1999,1,1998.2,VESTIBULAR,1,GRADUADO,2002.2,9.0,Graduado,Não,1,Sem Reserva De Vagas,Feminino,0,Não declarada,19,23.0,,Não informado,563.0
1069,K088285,1999,1,1998.1,VESTIBULAR,1,GRADUADO,2001.1,7.0,Graduado,Não,1,Sem Reserva De Vagas,Feminino,0,Não declarada,19,22.0,,Não informado,719.0
719,U197896,1999,1,1998.1,VESTIBULAR,4,CANCELAMENTO POR ABANDONO,2004.1,13.0,Evadido,Não,1,Sem Reserva De Vagas,Feminino,0,Não declarada,20,26.0,,Não informado,649.0
1066,Q029505,1999,1,1998.1,VESTIBULAR,14,CANCELADO NOVO INGRESSO OUTRO CURSO,2007.1,19.0,Evadido,Não,1,Sem Reserva De Vagas,Feminino,0,Não declarada,18,27.0,,Não informado,722.0
1073,E194844,1999,1,1998.1,VESTIBULAR,1,GRADUADO,2002.2,10.0,Graduado,Não,1,Sem Reserva De Vagas,Feminino,0,Não declarada,19,23.0,,Não informado,663.0
1090,A054401,1999,1,1998.1,VESTIBULAR,4,CANCELAMENTO POR ABANDONO,2000.1,5.0,Evadido,Não,1,Sem Reserva De Vagas,Feminino,0,Não declarada,24,26.0,,Não informado,612.0
1087,J151731,1999,1,1998.1,VESTIBULAR,1,GRADUADO,2003.1,11.0,Graduado,Não,1,Sem Reserva De Vagas,Feminino,0,Não declarada,22,27.0,,Não informado,613.0
1083,G074456,1999,1,1998.1,VESTIBULAR,4,CANCELAMENTO POR ABANDONO,2001.2,8.0,Evadido,Não,1,Sem Reserva De Vagas,Feminino,0,Não declarada,20,23.0,,Não informado,622.0
1081,N125277,1999,1,1998.1,VESTIBULAR,4,CANCELAMENTO POR ABANDONO,2000.2,6.0,Evadido,Não,1,Sem Reserva De Vagas,Feminino,0,Não declarada,18,20.0,,Não informado,630.0
1079,L378965,1999,1,1998.1,VESTIBULAR,1,GRADUADO,2002.2,10.0,Graduado,Não,1,Sem Reserva De Vagas,Feminino,0,Não declarada,19,23.0,,Não informado,648.0
1078,N081971,1999,1,1998.1,VESTIBULAR,1,GRADUADO,2004.1,13.0,Graduado,Não,1,Sem Reserva De Vagas,Feminino,0,Não declarada,18,24.0,,Não informado,650.0
801,H296825,1999,1,1998.1,VESTIBULAR,1,GRADUADO,2001.1,7.0,Graduado,Não,1,Sem Reserva De Vagas,Feminino,0,Não declarada,18,21.0,,Não informado,804.0
1043,E168015,1999,1,1997.2,VESTIBULAR,1,GRADUADO,2001.1,8.0,Graduado,Não,1,Sem Reserva De Vagas,Feminino,0,Não declarada,19,23.0,,Não informado,604.0
1041,A336361,1999,1,1997.2,VESTIBULAR,1,GRADUADO,2001.1,8.0,Graduado,Não,1,Sem Reserva De Vagas,Feminino,0,Não declarada,18,22.0,,Não informado,606.0
13,A103322,1990,1,1997.2,VESTIBULAR,1,GRADUADO,2000.2,7.0,Graduado,Não,1,Sem Reserva De Vagas,Feminino,0,Não declarada,20,23.0,,Não informado,591.0
852,U367564,1999,1,1997.2,VESTIBULAR,1,GRADUADO,2002.1,10.0,Graduado,Não,1,Sem Reserva De Vagas,Feminino,0,Não declarada,17,22.0,,Não informado,596.0
996,Y226324,1999,1,1997.2,VESTIBULAR,1,GRADUADO,2001.2,9.0,Graduado,Não,1,Sem Reserva De Vagas,Feminino,0,Não declarada,18,22.0,,Não informado,589.0
1058,L275105,1999,1,1997.2,VESTIBULAR,4,CANCELAMENTO POR ABANDONO,2004.2,15.0,Evadido,Não,1,Sem Reserva De Vagas,Feminino,0,Não declarada,18,25.0,,Não informado,586.0
1060,U154888,1999,1,1997.2,VESTIBULAR,4,CANCELAMENTO POR ABANDONO,2000.2,7.0,Evadido,Não,1,Sem Reserva De Vagas,Feminino,0,Não declarada,21,24.0,,Não informado,581.0
1063,E165284,1999,1,1997.2,VESTIBULAR,1,GRADUADO,2001.2,9.0,Graduado,Não,1,Sem Reserva De Vagas,Feminino,0,Não declarada,18,22.0,,Não informado,578.0
53,V270608,1990,1,1997.1,VESTIBULAR,4,CANCELAMENTO POR ABANDONO,1999.1,5.0,Evadido,Não,1,Sem Reserva De Vagas,Feminino,0,Não declarada,19,21.0,,Não informado,743.0
789,U329492,1999,1,1997.1,VESTIBULAR,1,GRADUADO,2001.1,9.0,Graduado,Não,1,Sem Reserva De Vagas,Feminino,0,Não declarada,18,22.0,,Não informado,649.0
